name,description,link_url,image_url,manufacturer_id
50″ Long Helena 8 Arm Oblong Chandelier | 141785,"The ultimate in lighting elegance and distinction. Exquisite contours and a timeless eclectic design underscore this high fashion chandelier. The lustrous Beige rounded fabric shade is designed with eight matching Beige fabric pocket lights featuring concealed faux candlelights perched on Solid Steel bobeches that are finished in Polished Nickel. The pocket lights are accented with nine crystal ball accents. In addition, three crystal balls are featured above the shade and one doubles as the finial below. The canopy, stem and steel arms are also finished in Polished Nickel. Custom crafted in the USA. This fixture is offered with a variety of custom options. This 50-inch wide chandelier is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/50-long-helena-8-arm-oblong-chandelier-141785/,https://2ndave.com/wp-content/uploads/2022/12/141785.jpg,1261
50″ Long Nalda Inverted Pendant | 120171,"An extraordinary lighting design, this oblong pendant features a Statuario Idalight diffuser that is complemented with fin-like accents. The frame is enhanced with a crescent shaped side accent and mesh flourish on the other side. The hardware and decorative accents are featured in a Gilded Tobacco finish. Handmade in the USA, Nalda is available in custom designs, sizes and colors. Dimmable energy efficient lamping options such as LED are offered. The 50-inch long pendant, which is ideal for illuminating islands, counters and tables, is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/50-long-nalda-inverted-pendant-120171/,https://2ndave.com/wp-content/uploads/2022/12/120171.jpg,1261
50″ Square Kitzi Tapered Pendant | 226019,no description available.,https://2ndave.com/product/50-square-kitzi-tapered-pendant-226019/,https://2ndave.com/wp-content/uploads/2022/12/226019.jpg,1261
50″ Wide Anillo Halo Pendant | 215861,"A modern sophisticated pendant featuring a spectral halo of ambient light that creates a stunning visual effect and breathtaking drama. Eliminating the power cord, our exclusive proprietary suspension system is engineered with low voltage spacecraft cables for balance, precision and a clean aesthetic. This Nickel finished solid ring reveals a Statuario Idalight diffuser. Integral LEDs deliver dimmable, robust illumination, energy savings, minimal maintenance and long life. The overall height of this pendant ranges from 7 to 78 inches as the cable length can be easily adjusted in the field to accommodate your specific lighting application needs. Diffuser colors, metal finishes and fixture sizes can be customized to your needs.",https://2ndave.com/product/50-wide-anillo-halo-pendant-215861/,https://2ndave.com/wp-content/uploads/2022/12/215861.jpg,1261
50″ Wide Ceres Semi-Flushmount | 116828,"For a sophisticated look that will add warmth and appeal to any space, Ceres is designed with stunning Whitestone Idalight and complemented with decorative scrolled arms and hardware finished in a Gilded Tobacco hue and highlighted with Acanthus Leaf and Floral accents. The Grand styled fixture is perfect for enhancing corridors, lobbies, living rooms and other areas in both residential and commercial environments. This ceiling fixture is crafted by the highly skilled hands of artisans in the Yorkville, New York in the USA. Custom styles, sizes and colors are available, as well as dimmable energy efficient lamping options such as LED. The 50-inch wide fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/50-wide-ceres-semi-flushmount-116828/,https://2ndave.com/wp-content/uploads/2022/12/116828.jpg,1261
50″ Wide Costello Ring 12 Light Chandelier | 137752,"A textured Solid Steel belt, featured in a Coffee Bean finish, serves as the centerpiece of this handsome lighting fixture. 12 Statuario Idalight Cylindres which illuminate with candelabra bulbs, are supported by bobeches attached to this ring and provide soft decorative lighting. The fixture is ideal for residential, restaurant, hotel and retail applications. Handcrafted by expert artisans in our 180,000 square manufacturing facility in Yorkville, New York. Available in custom sizes, styles and colors. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/50-wide-costello-ring-12-light-chandelier-137752/,https://2ndave.com/wp-content/uploads/2022/12/137752.jpg,1261
50″ Wide Marquee Pendant | 204402,"Add drama and sophistication paired with distinctive lighting and quality. Marquee is a unique pendant featuring a fluted Crystal Idalight lens which is complemented with a Contrail Mist Idalight bottom diffuser design inspired by the Sun. The hardware is offered in a Matte Buttered Brass finish. Handcrafted by highly skilled artisans in our 180,000 manufacturing facility in Yorkville, New York. Available in custom sizes and finishes. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/50-wide-marquee-pendant-204402/,https://2ndave.com/wp-content/uploads/2022/12/204402.jpg,1261
50″ Wide Marquee Pendant | 241565,no description available.,https://2ndave.com/product/50-wide-marquee-pendant-241565/,https://2ndave.com/wp-content/uploads/2022/12/241565.jpg,1261
50″ Wide New Country French 12 Light Chandelier | 164238,"An elaborate, elegant chandelier design comes to light with sparkle and glamour. Crystal droplets and faux candlelights perched on fanciful bobeches are embraced by exquisite scrolled arms that are featured in a Pompeii Gold finish. Matching French Bronzed Acanthus Leaves are draped from the hanging chain and support this lovely fixture. The chandelier is handcrafted in our facility in Yorkville, New York in the USA. Custom sizes, styles, colors and dimmable energy efficient lamping options are available. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/50-wide-new-country-french-12-light-chandelier-164238/,https://2ndave.com/wp-content/uploads/2022/12/164238.jpg,1261
50″ Wide Oak Bough 8 Light Semi-Flushmount | 228458,The material is Steel. The finish is Textured Black.,https://2ndave.com/product/50-wide-oak-bough-8-light-semi-flushmount-228458/,https://2ndave.com/wp-content/uploads/2022/12/228458.jpg,1261
